datetime,bench,rank_1_20_excess,rank_1_20_raw,rank_21_50_excess,rank_21_50_raw,rank_51_100_excess,rank_51_100_raw
2020-03-23,-0.039715707302093506,0.08777477592229843,0.04805906489491463,0.06917496025562286,0.029459254816174507,0.0729563906788826,0.033240679651498795
2020-03-24,0.09882450103759766,-0.050981320440769196,0.04784318059682846,-0.04532071575522423,0.05350378528237343,-0.03737523406744003,0.06144926697015762
2020-03-25,-0.012876331806182861,-0.06702107191085815,-0.07989740371704102,-0.022971780970692635,-0.03584810718894005,-0.021717997267842293,-0.034594327211380005
2020-03-26,0.010636210441589355,-0.01558714546263218,-0.0049509345553815365,-0.004974009469151497,0.005662200972437859,-0.01369116548448801,-0.003054955042898655
2020-03-27,-0.040309786796569824,0.017577555030584335,-0.02273223176598549,0.013938995078206062,-0.026370791718363762,0.0192696712911129,-0.021040115505456924
2020-03-30,0.007862687110900879,-0.07979059964418411,-0.07192791253328323,-0.04638751968741417,-0.038524825125932693,-0.06245793402194977,-0.05459524318575859
2020-03-31,0.022377371788024902,-0.0643235519528389,-0.0419461764395237,-0.0007860958576202393,0.021591275930404663,-0.012100967578589916,0.010276404209434986
2020-04-01,-0.00803220272064209,-0.003496649907901883,-0.01152885239571333,-0.002112948801368475,-0.010145151987671852,-0.005932841449975967,-0.013965044170618057
2020-04-02,0.04230773448944092,0.08435413986444473,0.12666188180446625,0.0841396152973175,0.12644736468791962,0.04896371066570282,0.09127144515514374
2020-04-03,-0.014177560806274414,0.05877574160695076,0.044598184525966644,0.0655425488948822,0.05136498436331749,0.033046409487724304,0.01886884868144989
2020-04-06,0.02698969841003418,0.01888425089418888,0.04587394744157791,0.0031578759662806988,0.030147574841976166,0.019799737259745598,0.04678943753242493
2020-04-07,0.020141959190368652,-0.014316877350211143,0.0058250813744962215,0.005190660711377859,0.0253326203674078,0.0036335194017738104,0.023775476962327957
2020-04-08,-0.003948807716369629,-0.02361881174147129,-0.02756761945784092,-0.0130568603053689,-0.017005668953061104,-0.0167962908744812,-0.02074509859085083
2020-04-09,0.019445061683654785,-0.019160196185112,0.00028486549854278564,0.011048934422433376,0.030493997037410736,0.0017890345770865679,0.021234096959233284
2020-04-13,-0.01555556058883667,-0.031233493238687515,-0.046789053827524185,-0.017668940126895905,-0.033224500715732574,-0.013252697885036469,-0.02880825847387314
2020-04-14,0.010158061981201172,-0.026939326897263527,-0.016781264916062355,-0.0011301279300823808,0.009027933701872826,-0.014104938134551048,-0.003946876619011164
2020-04-15,0.017132163047790527,0.055328525602817535,0.07246068865060806,0.025001224130392075,0.0421333871781826,0.02323843538761139,0.040370598435401917
2020-04-16,-0.012998878955841064,-0.010118702426552773,-0.023117581382393837,-0.01361784152686596,-0.026616720482707024,-0.00854520220309496,-0.02154408022761345
2020-04-17,-0.048228561878204346,0.02543165348470211,-0.022796908393502235,0.02056158147752285,-0.027666980400681496,0.02141607739031315,-0.026812482625246048
2020-04-20,0.018709897994995117,0.0014873683685436845,0.020197266712784767,0.002006912138313055,0.02071681059896946,0.0018655323656275868,0.020575430244207382
2020-04-21,-0.005739450454711914,0.0025959163904190063,-0.0031435340642929077,0.005360680632293224,-0.000378769647795707,0.005181336309760809,-0.0005581140285357833
2020-04-22,0.020011544227600098,-0.0016974866157397628,0.0183140579611063,-0.003247777698561549,0.01676376722753048,-0.01031037699431181,0.009701167233288288
2020-04-23,0.006791234016418457,0.012618633918464184,0.019409868866205215,0.02723102644085884,0.034022264182567596,0.029091542586684227,0.035882774740457535
2020-04-24,-0.0031853914260864258,0.014948183670639992,0.011762792244553566,0.012663819827139378,0.009478428401052952,0.026648705825209618,0.023463314399123192
2020-04-27,0.012781977653503418,0.08020114153623581,0.09298311918973923,0.017889883369207382,0.0306718610227108,0.008168896660208702,0.02095087617635727
2020-04-28,-0.01688939332962036,-0.028635745868086815,-0.045525141060352325,0.004606855101883411,-0.01228253822773695,0.0012369489995762706,-0.01565244421362877
2020-04-29,-0.022276759147644043,-0.03250579163432121,-0.05478254705667496,-0.0023595194797962904,-0.024636277928948402,0.0058122980408370495,-0.016464460641145706
2020-04-30,-0.0007722377777099609,0.015662962570786476,0.014890724793076515,0.0028014082927256823,0.0020291705150157213,-0.005350245162844658,-0.006122482940554619
2020-05-01,0.005797147750854492,-0.0013316929107531905,0.00446545472368598,0.005557360127568245,0.011354507878422737,-0.00044878482003696263,0.00534836295992136
2020-05-04,-0.0036504268646240234,-0.0029146759770810604,-0.006565102841705084,-0.009047899395227432,-0.012698326259851456,-0.008487815968692303,-0.012138242833316326
2020-05-05,0.014269232749938965,0.013737198896706104,0.028006430715322495,0.001984407426789403,0.0162536408752203,-0.0059744431637227535,0.008294790051877499
2020-05-06,0.018440961837768555,0.021854260936379433,0.04029522091150284,0.014052200131118298,0.03249316290020943,0.0032335054129362106,0.021674465388059616
2020-05-07,-0.0007467269897460938,-0.024782616645097733,-0.025529343634843826,-0.006900932174175978,-0.0076476591639220715,-0.013654818758368492,-0.014401545748114586
2020-05-08,-0.023538172245025635,-0.011400649324059486,-0.03493881970643997,0.0013504663947969675,-0.02218770608305931,0.00730797229334712,-0.016230199486017227
2020-05-11,-0.01186150312423706,-0.02062932215631008,-0.03249082714319229,-0.022631581872701645,-0.034493084996938705,-0.01255830004811287,-0.02441980317234993
2020-05-12,0.024394869804382324,-0.007056894712150097,0.017337974160909653,-0.005037887953221798,0.0193569827824831,-0.003362622344866395,0.021032247692346573
2020-05-13,0.00018894672393798828,0.007298612501472235,0.007487559225410223,-2.3786227757227607e-05,0.00016516049799975008,-0.0009834504453465343,-0.0007945036632008851
2020-05-14,0.004346251487731934,0.07829417288303375,0.08264042437076569,0.061365287750959396,0.06571153551340103,0.03833507373929024,0.04268132522702217
2020-05-15,-0.015239953994750977,0.0003215581236872822,-0.01491839624941349,0.00376536650583148,-0.011474587954580784,0.006074898410588503,-0.009165056049823761
2020-05-18,0.010699272155761719,0.018838118761777878,0.029537390917539597,0.007820497266948223,0.018519768491387367,-0.004008073825389147,0.006691198330372572
2020-05-19,-0.012854397296905518,0.021572064608335495,0.008717668242752552,0.008204660378396511,-0.004649736452847719,0.008570602163672447,-0.00428379513323307
2020-05-20,0.007659792900085449,-0.013374495320022106,-0.00571470195427537,-0.00641774944961071,0.001242043566890061,-0.00593403447419405,0.0017257583094760776
2020-05-21,0.0030406713485717773,0.0334836021065712,0.036524273455142975,0.022043198347091675,0.025083869695663452,0.005121036898344755,0.008161707781255245
2020-05-22,0.00795745849609375,0.02817908488214016,0.03613654524087906,0.018810534849762917,0.026767993345856667,0.010895383544266224,0.0188528411090374
2020-05-26,0.007894754409790039,-0.03783435374498367,-0.029939601197838783,-0.033170025795698166,-0.025275271385908127,-0.0035473238676786423,0.004347430542111397
2020-05-27,0.002797365188598633,-0.02411774918437004,-0.021320383995771408,-0.012278095819056034,-0.009480730630457401,-0.004165878519415855,-0.001368513097986579
2020-05-28,-0.013204336166381836,0.024416442960500717,0.011212107725441456,0.02956681326031685,0.016362477093935013,0.025177719071507454,0.011973384767770767
2020-05-29,0.004146218299865723,0.009550521150231361,0.013696739450097084,0.004765973426401615,0.008912191726267338,0.0071609425358474255,0.011307161301374435
2020-06-01,0.0039414167404174805,0.04179223254323006,0.04573364928364754,0.01652899943292141,0.02047041617333889,0.01988747902214527,0.023828895762562752
2020-06-02,-0.011964797973632812,0.048951875418424606,0.036987077444791794,0.009195057675242424,-0.002769740531221032,0.011862709186971188,-0.00010208845196757466
2020-06-03,0.021381258964538574,0.025444816797971725,0.0468260757625103,0.0014877954963594675,0.022869054228067398,8.338809129782021e-05,0.021464647725224495
2020-06-04,0.020748376846313477,0.009642484597861767,0.030390862375497818,-0.0015998601447790861,0.01914851740002632,-0.01232714019715786,0.008421236649155617
2020-06-05,-0.016696929931640625,-0.005763322114944458,-0.022460252046585083,0.0081653892993927,-0.008531540632247925,0.002653805073350668,-0.014043125323951244
2020-06-08,-0.0012919902801513672,-0.01901918649673462,-0.020311176776885986,-0.0002792318700812757,-0.001571222092024982,-0.005797406658530235,-0.0070893969386816025
2020-06-09,-0.0517464280128479,-0.05096622556447983,-0.10271266847848892,-0.01909744180738926,-0.07084386795759201,-0.0008345877868123353,-0.05258101969957352
2020-06-10,0.0107191801071167,0.03561782091856003,0.04633700102567673,0.005097432993352413,0.015816612169146538,-0.004242796916514635,0.006476383190602064
2020-06-11,0.026802897453308105,-0.018057506531476974,0.008745389990508556,-0.022840937599539757,0.003961960319429636,-0.02044674940407276,0.006356147583574057
2020-06-12,0.025164246559143066,-0.0008913188939914107,0.02427292801439762,-0.007875482551753521,0.01728876493871212,-0.007743651978671551,0.01742059551179409
2020-06-15,-0.05623739957809448,0.02978159487247467,-0.026455804705619812,0.04932156577706337,-0.00691583938896656,0.05409983545541763,-0.0021375631913542747
2020-06-16,0.042119622230529785,-0.041783250868320465,0.0003363698779139668,-0.04500608146190643,-0.0028864562045782804,-0.04516471549868584,-0.003045095130801201
2020-06-17,0.013224005699157715,-0.030489560216665268,-0.017265554517507553,-0.030356278643012047,-0.017132272943854332,-0.02037246711552143,-0.007148461416363716
2020-06-18,0.013235211372375488,-0.01731174811720848,-0.00407653721049428,-0.008222809992730618,0.0050124009139835835,-0.012388787232339382,0.0008464240818284452
2020-06-19,0.0012699365615844727,-0.0018172800773754716,-0.0005473435157909989,0.00650527561083436,0.007775212172418833,-0.0009642636869102716,0.000305672874674201
2020-06-22,-0.01358938217163086,-0.019705697894096375,-0.033295080065727234,-0.02521110326051712,-0.03880048543214798,-0.01823013834655285,-0.03181951865553856
2020-06-23,0.0016531944274902344,0.012639599852263927,0.014292794279754162,0.009730919264256954,0.011384113691747189,0.007696402259171009,0.009349596686661243
2020-06-24,-0.0064185261726379395,-0.01589430309832096,-0.0223128292709589,-0.012799541465938091,-0.019218066707253456,-0.011377189308404922,-0.017795715481042862
2020-06-25,0.010705113410949707,0.010849532671272755,0.021554645150899887,0.009676977060735226,0.020382089540362358,0.014275213703513145,0.024980328977108
2020-06-26,0.009313344955444336,0.00045413075713440776,0.009767475537955761,0.002344314241781831,0.011657658964395523,0.005715495441108942,0.01502883993089199
2020-06-29,0.003980398178100586,-0.01268073357641697,-0.008700335398316383,-0.0055239140056073666,-0.0015435159439221025,0.0011572801740840077,0.005137678235769272
2020-06-30,0.008109688758850098,-0.0008386165136471391,0.00727107236161828,-0.002642718842253089,0.005466969683766365,-0.004881653934717178,0.003228035056963563
2020-07-01,0.011798262596130371,0.0007674515363760293,0.012565714307129383,-0.0015927513595670462,0.010205511003732681,-0.0009762620902620256,0.010822000913321972
2020-07-02,-0.0051236748695373535,-0.011982420459389687,-0.01710609532892704,-0.012231139466166496,-0.01735481433570385,-0.017176145687699318,-0.022299818694591522
2020-07-06,0.006215572357177734,-0.008025011047720909,-0.0018094390397891402,-0.006250731181353331,-3.515879143378697e-05,-0.0048193251714110374,0.001396247185766697
2020-07-07,0.015354752540588379,-0.05426204204559326,-0.03890729323029518,-0.030726870521903038,-0.015372117049992085,-0.03803670033812523,-0.02268195152282715
2020-07-08,-0.0024335384368896484,0.028333470225334167,0.02589993178844452,0.021259639412164688,0.01882610097527504,0.019741393625736237,0.017307855188846588
2020-07-09,-0.006621301174163818,0.012964451685547829,0.006343150045722723,0.015117951668798923,0.008496650494635105,0.0057921502739191055,-0.0008291506674140692
2020-07-10,0.0033327341079711914,0.004411175847053528,0.007743909955024719,0.01338091492652893,0.016713649034500122,0.016818515956401825,0.020151248201727867
2020-07-13,-0.010139882564544678,0.057048965245485306,0.04690907150506973,0.023022064939141273,0.01288218330591917,0.03227638080716133,0.022136498242616653
2020-07-14,-0.014129281044006348,0.013349493965506554,-0.0007797867292538285,0.01471544150263071,0.0005861600511707366,0.01093394123017788,-0.003195339348167181
2020-07-15,-0.01648157835006714,0.012937674298882484,-0.0035439045168459415,0.02042091265320778,0.003939334768801928,0.026400694623589516,0.009919116273522377
2020-07-16,0.009107470512390137,-0.019597867503762245,-0.010490396991372108,-0.015722768381237984,-0.006615296937525272,-0.010217538103461266,-0.0011100673582404852
2020-07-17,0.009205818176269531,0.0047881631180644035,0.013993981294333935,0.0048043010756373405,0.014010119251906872,-0.003784091444686055,0.005421726498752832
2020-07-20,0.001788496971130371,0.0002793491003103554,0.0020678460132330656,0.0025178391952067614,0.004306336399167776,0.007682051509618759,0.00947054848074913
2020-07-21,-0.004463493824005127,0.011677348986268044,0.007213854696601629,0.005180319305509329,0.0007168253068812191,0.002197957132011652,-0.002265536691993475
2020-07-22,-0.001972675323486328,0.002707055304199457,0.0007343798642978072,-0.006213809829205275,-0.00818648561835289,-0.0032445406541228294,-0.0052172159776091576
2020-07-23,-0.005570530891418457,0.0036255717277526855,-0.0019449591636657715,0.007421410176903009,0.0018508791690692306,0.014578861184418201,0.009008330292999744
2020-07-24,0.00018072128295898438,-0.008131948299705982,-0.007951227016746998,-0.008643295615911484,-0.0084625743329525,-0.004648746456950903,-0.0044680251739919186
2020-07-27,0.006323337554931641,0.010951030068099499,0.017274368554353714,0.01025167666375637,0.01657501421868801,0.007522553205490112,0.013845890760421753
2020-07-28,-0.008078932762145996,0.007053500507026911,-0.0010254323715344071,-0.008069276809692383,-0.01614820957183838,-0.0015663575613871217,-0.009645290672779083
2020-07-29,0.0036199092864990234,-0.008609334006905556,-0.004989424254745245,-0.005665586329996586,-0.0020456770434975624,-0.005811501760035753,-0.00219159247353673
2020-07-30,0.00955820083618164,-0.005563968326896429,0.0039942325092852116,-0.008058355189859867,0.0014998455299064517,-0.005484163761138916,0.004074037075042725
2020-07-31,0.0003572702407836914,0.009467104449868202,0.009824374690651894,0.010988541878759861,0.011345812119543552,0.003423072164878249,0.0037803424056619406
2020-08-03,-0.008928537368774414,0.026091326028108597,0.017162788659334183,0.019541127607226372,0.010612591169774532,0.01740947924554348,0.008480940945446491
2020-08-04,-0.003963947296142578,0.0001691967190708965,-0.003794750664383173,0.008913876488804817,0.004949929192662239,0.0016097747720777988,-0.0023541725240647793
2020-08-05,-0.0009045004844665527,0.014469903893768787,0.013565403409302235,0.010798088274896145,0.009893587790429592,0.009250731207430363,0.00834623072296381
2020-08-06,-0.005250751972198486,0.031071752309799194,0.025821000337600708,0.02093682810664177,0.015686076134443283,0.007635940331965685,0.0023851883597671986
2020-08-07,-0.012195050716400146,0.011733013205230236,-0.0004620373365469277,0.012499088421463966,0.00030403732671402395,0.008344235830008984,-0.00385081535205245
2020-08-10,-0.0018426775932312012,0.0009687364217825234,-0.0008739411714486778,0.0022474706638604403,0.00040479301242157817,0.012698987498879433,0.010856309905648232
2020-08-11,-0.0027691125869750977,-0.003214508295059204,-0.005983620882034302,-0.00706803984940052,-0.009837152436375618,0.0007990670274011791,-0.0019700455013662577
2020-08-12,0.0033321380615234375,0.0048203496262431145,0.008152487687766552,0.005145408678799868,0.008477547205984592,-0.0004569220473058522,0.0028752160724252462
2020-08-13,-0.003874540328979492,-0.010950988158583641,-0.014825528487563133,-0.007182383444160223,-0.011056924238801003,0.0024532556999474764,-0.0014212846290320158
2020-08-14,0.02204108238220215,-0.03429001569747925,-0.0122489333152771,-0.02974078804254532,-0.0076997061260044575,-0.023127511143684387,-0.0010864270152524114
2020-08-17,0.018485069274902344,-0.023011261597275734,-0.004526191856712103,-0.02390355058014393,-0.005418481305241585,-0.024126019328832626,-0.005640950053930283
2020-08-18,-0.016726016998291016,0.008658883161842823,-0.008067133836448193,0.007384747266769409,-0.009341269731521606,0.012422638013958931,-0.004303378984332085
2020-08-19,-0.001266777515411377,0.004486125893890858,0.003219348145648837,-0.0004919310449622571,-0.0017587085021659732,0.0002443897828925401,-0.0010223877616226673
2020-08-20,0.014857769012451172,0.007644244935363531,0.02250201441347599,0.0018864552257582545,0.016744224354624748,-0.006216843146830797,0.008640926331281662
2020-08-21,0.001428365707397461,-0.005767443682998419,-0.004339077975600958,-0.0007782141328789294,0.0006501515745185316,-0.0012844502925872803,0.00014391541481018066
2020-08-24,0.024959921836853027,-0.0452117994427681,-0.02025187574326992,-0.03531930595636368,-0.010359385050833225,-0.02481362596154213,0.0001462960208300501
2020-08-25,-0.005392253398895264,0.026576226577162743,0.02118397317826748,0.01678924448788166,0.011396990157663822,0.00834064930677414,0.0029483961407095194
2020-08-26,0.01224207878112793,-0.0005897044902667403,0.011652374640107155,0.00015219251508824527,0.012394270859658718,-0.0056897494941949844,0.006552329286932945
2020-08-27,-0.01140296459197998,-0.013300877995789051,-0.024703841656446457,-0.0023379167541861534,-0.013740881346166134,0.004242871887981892,-0.007160092703998089
2020-08-28,0.0076895952224731445,-0.003596773836761713,0.0040928213857114315,-0.009316219948232174,-0.0016266246093437076,-0.002089765155687928,0.00559983029961586
2020-08-31,0.023759961128234863,-0.009510025382041931,0.014249935746192932,-0.0035127480514347553,0.020247213542461395,-0.0018823838327080011,0.021877577528357506
2020-09-01,-0.032695233821868896,0.022425353527069092,-0.010269880294799805,0.016670485958456993,-0.016024747863411903,0.009964818134903908,-0.02273041568696499
2020-09-02,-0.02399301528930664,0.026450177654623985,0.002457162830978632,0.019145583733916283,-0.004847431089729071,0.025724802166223526,0.0017317867605015635
2020-09-03,-0.007356822490692139,-0.026278531178832054,-0.03363535553216934,-0.01438168901950121,-0.021738510578870773,-0.006277010310441256,-0.013633833266794682
2020-09-04,0.0294649600982666,-0.011084633879363537,0.01838032528758049,-0.015359687618911266,0.014105272479355335,-0.017244331538677216,0.01222062949091196
2020-09-08,0.006672501564025879,-0.03191325068473816,-0.02524074912071228,-0.024406051263213158,-0.01773354969918728,-0.022300224751234055,-0.015627723187208176
2020-09-09,-0.0057561397552490234,0.003760120365768671,-0.0019960193894803524,0.009629284963011742,0.0038731456734240055,0.010405992157757282,0.004649852402508259
2020-09-10,0.04315793514251709,-0.017669787630438805,0.025488147512078285,-0.03322800248861313,0.009929933585226536,-0.02636728063225746,0.01679065264761448
2020-09-11,0.024890661239624023,-0.028449933975934982,-0.00355927343480289,-0.019152062013745308,0.00573860015720129,-0.024149661883711815,0.0007410013931803405
2020-09-14,-0.008368968963623047,0.02373434044420719,0.015365371480584145,0.0124558350071311,0.004086866043508053,0.012836925685405731,0.004467957187443972
2020-09-15,-0.004136979579925537,-0.005767622496932745,-0.00990460254251957,0.005267512984573841,0.0011305331718176603,0.000451345433248207,-0.0036856341175734997
2020-09-16,-0.0071451663970947266,-0.006780860014259815,-0.013926026411354542,-0.00434596324339509,-0.011491130106151104,-0.0039361510425806046,-0.011081317439675331
2020-09-17,0.01790797710418701,-0.044705476611852646,-0.026797499507665634,-0.0396878607571125,-0.02177988365292549,-0.03400915116071701,-0.016101175919175148
2020-09-18,-0.0032883882522583008,0.011481848545372486,0.008193460293114185,0.007186907343566418,0.0038985193241387606,0.006036351900547743,0.002747963648289442
2020-09-21,-0.02738368511199951,-0.0010920434724539518,-0.028475727885961533,-0.00021529197692871094,-0.027598977088928223,0.00459181796759367,-0.022791868075728416
2020-09-22,0.005766510963439941,-0.0015724211698397994,0.00419408967718482,-0.0055876076221466064,0.00017890334129333496,-0.0009446596959605813,0.004821851383894682
2020-09-23,0.008431792259216309,0.007614424917846918,0.01604621671140194,-0.0020546019077301025,0.006377190351486206,0.005865814629942179,0.014297607354819775
2020-09-24,-0.0036789774894714355,0.02904319390654564,0.025364216417074203,0.028483737260103226,0.02480475977063179,0.019272631034255028,0.015593653544783592
